review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
2813,1749,"La única otra cosa es que si está utilizando esto para la creación de documentos, Apple no proporciona ningún tipo de procesador de texto (como funciona para Windows), pero iwork es barato en comparación con Office.",creación de documentos neutral,58-80,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",iwork positive <sep> office negative <sep> word processor negative <sep> windows neutral <sep> document creation neutral
2398,1216,"Ahora la máquina no se conecta y Toshiba dice que reemplazaron la tarjeta de conexión en mayo, pero solo garantizan la reparación por 30 días y ahora estoy fuera de garantía a pesar de que esto ha sido una ocurrencia constante de 5 meses desde que compré el ",tarjeta de conexión neutral <sep> garantía negative <sep> garantía negative,66-85 <sep> 165-173 <sep> 165-173,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,connection card neutral <sep> warranty negative <sep> warranty negative
2968,1765,Tiene mucha memoria y una gran duración de batería.,memoria positive,12-19,It has a lot of memory and a great battery life.,memory positive <sep> battery life positive
1288,227,"Si desea obtener más información sobre Mac, le sugiero que visite apple.com y diríjase a la página de Macbook para obtener más información sobre las aplicaciones.",aplicaciones neutral,149-161,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications neutral
2344,624,Afirman que el centro de llamadas aún no funciona.,centro de llamadas negative,15-33,They claim call center is still down.,call center negative
2744,2722,Estoy realmente impresionado con la calidad y el rendimiento por el precio de la computadora.,calidad positive <sep> rendimiento positive <sep> precio positive,36-43 <sep> 49-60 <sep> 68-74,I'm really impressed with the quality and performance for the price of the computer.,quality positive <sep> performance positive <sep> price positive
2048,98,Fueron necesarias varias semanas para que reconocieran que yo era el propietario de la garantía.,garantía negative,87-95,It took several weeks just to get them to acknowledge that I owned the warranty.,warranty negative
1691,2819,"Aparte del software de prueba y la corta duración de la batería, la falta de una cámara web es genial.",software de prueba negative <sep> duración de la batería negative <sep> cámara web negative,11-29 <sep> 41-63 <sep> 81-91,"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software negative <sep> battery life negative <sep> webcam negative
2486,1383,El altavoz derecho no funcionó.,altavoz derecho negative,3-18,The right speaker did not work.,right speaker negative
1374,1050,"* = La cámara web es un poco lenta, no la mejor.",Cámara web negative,7-17,"*=Webcam is a bit laggy, not the greatest.",Webcam negative
2870,1606,Tampoco me gustaron los ruidos fuertes que hacía o cómo la parte inferior de la computadora se calentaba mucho.,ruidos negative <sep> parte inferior de la computadora negative,24-30 <sep> 59-91,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises negative <sep> bottom of the computer negative
303,878,"La tienda de tecnología donde compré esto me lo devolvió ,,,,, eventualmente obtuve una máquina nueva o reparada aproximadamente 3 semanas después.",tienda de tecnología negative,3-23,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store negative
1174,607,toneladas de programas basura y bloatware.,programas negative,13-22,tons of bloatware and junk programs.,programs negative
2587,1548,"Aparentemente bien construido y hermoso a la vista, el i5 MacBook Pro es una combinación ganadora de precio y rendimiento.",precio positive <sep> rendimiento positive <sep> construido positive,101-107 <sep> 110-121 <sep> 19-29,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price positive <sep> performance positive <sep> built positive <sep> look positive
1833,1660,"También hay iDVD, un programa dedicado a reunir todos sus medios favoritos: fotos, grabaciones, proyectos de video en un solo programa para que pueda crear las memorias perfectas para sus padres, familia, hermanos y cualquier otra persona importante en su vida que haya ",iDVD positive <sep> programa positive <sep> programa positive,12-16 <sep> 21-29 <sep> 21-29,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD positive <sep> program positive <sep> program positive
1364,1952,Había leído en línea que algunos usuarios tenían problemas de sonido.,sonido negative,62-68,I had read online that some users were having sound problems.,sound negative
879,1263,HP dijo que estaba fuera de garantía.,garantía neutral,28-36,HP said it was out of warranty.,warranty neutral
151,2923,La duración de la batería parece ser muy buena y no he tenido problemas con ella.,duración de la batería positive,3-25,"The battery life seems to be very good, and have had no issues with it.",battery life positive
799,2387,"La pantalla es impresionante, la duración de la batería es buena.",Pantalla positive <sep> duración de la batería positive,3-11 <sep> 33-55,"Screen is awesome, battery life is good.",Screen positive <sep> battery life positive
1668,1850,"Después de eso, me dirigí al correo electrónico en mi siguiente vana ayuda para que reconocieran que la garantía seguía siendo válida.",garantía neutral,104-112,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty neutral
845,2511,"HD más grande, mejor tarjeta gráfica y una oferta HD.",HD positive <sep> HD positive,0-2 <sep> 0-2,"Bigger HD, better graphics card, and a bid HD.",HD positive <sep> HD positive <sep> graphics card positive
2476,2867,Tiene funciones fáciles de usar y toda la velocidad y potencia que podría pedir.,velocidad positive,42-51,It has easy to use features and all the speed and power I could ask for.,features positive <sep> speed positive <sep> power positive
968,980,Primero quemó o fundió el enchufe del adaptador de corriente.,enchufe del adaptador de corriente negative,26-60,     First it burned or fused the power adapter plug.,power adapter plug negative
2866,23,"La computadora portátil es muy liviana, se puede transportar fácilmente en una mochila llena de libros de texto y apenas agrega peso.",peso positive,128-132,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",carry positive <sep> weight positive
463,2962,"Es probable que esto se deba a una conexión a tierra y un aislamiento deficientes entre los componentes, y espero que se pueda arreglar con un aislador de bucle de tierra, pero aún esperaba una mejor calidad del producto para este rango de precios.",componentes negative <sep> aislador de bucle de tierra neutral <sep> rango de precios negative <sep> calidad negative,92-103 <sep> 143-170 <sep> 231-247 <sep> 200-207,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",components negative <sep> ground loop isolator neutral <sep> price range negative <sep> quality negative
2777,1299,"Por supuesto, inspeccioné las otras netbooks y claramente sus bisagras están más apretadas e incluso demuestro la diferencia entre mi netbook y otras.",bisagras negative,62-70,"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",hinges negative
1256,1379,"Algunos problemas se pueden solucionar si compra un nuevo software, pero no hay garantía.",software negative,58-66,"Some problems can be fixed if you purchase new software, but there is no guarentee.",software negative
1679,2306,"En general, se lo recomendaría a cualquiera y les diría que si quieren grabar su música o jugar videojuegos deben comprar la unidad de CD.",unidad de CD neutral,125-137,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive neutral <sep> video games neutral
2028,1812,"La diferencia es que ahora es muy divertido usar la computadora portátil, todavía estoy aprendiendo la navegación de Apple, pero es divertido y viene con muchas aplicaciones geniales.",Navegación de Apple neutral <sep> aplicaciones positive,103-122 <sep> 161-173,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation neutral <sep> apps positive
